"Step","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
187700,-36157.6063443,-27389.9217399,301.417414892,63.99040032,0.467511791659
187750,-36150.4625751,-27583.1308731,294.529638171,63.99040032,0.467511791659
187800,-36218.5703962,-27678.5348527,293.591244753,63.99040032,0.467511791659
187850,-36187.7268341,-27788.4829965,288.751076117,63.99040032,0.467511791659
187900,-36356.5032669,-27807.6093291,293.895780606,63.99040032,0.467511791659
187950,-36390.8706933,-27656.118993,300.285240178,63.99040032,0.467511791659
188000,-36053.7115851,-27623.1655797,289.827189017,63.99040032,0.467511791659
188050,-36283.3662877,-27635.0926732,297.312277274,63.99040032,0.467511791659
188100,-36308.0163663,-27701.6191868,295.87263986,63.99040032,0.467511791659
188150,-36401.9332209,-27715.6131974,298.620245199,63.99040032,0.467511791659
188200,-36259.730018,-27791.6113922,291.118868929,63.99040032,0.467511791659
188250,-36365.6192384,-27835.1078326,293.263821822,63.99040032,0.467511791659
188300,-36725.071695,-27987.9887419,300.365384505,63.99040032,0.467511791659
188350,-36598.0188392,-28106.7938829,291.913223511,63.99040032,0.467511791659
188400,-36668.7171349,-28266.9323209,288.838430367,63.99040032,0.467511791659
188450,-36489.7507865,-28165.0570328,286.188176723,63.99040032,0.467511791659
188500,-36615.8557399,-28193.8787681,289.53260087,63.99040032,0.467511791659
188550,-36404.1029125,-28012.5591557,288.486361021,63.99040032,0.467511791659
188600,-36522.306217,-27856.9760005,297.898652934,63.99040032,0.467511791659
188650,-36498.9082805,-27743.4034163,300.998697069,63.99040032,0.467511791659
188700,-36499.3561615,-27679.4859233,303.211464239,63.99040032,0.467511791659
188750,-36289.6461415,-27683.4553666,295.865544035,63.99040032,0.467511791659
188800,-36352.8503454,-27606.6164962,300.679976049,63.99040032,0.467511791659
188850,-36433.2997612,-27609.8219715,303.335485445,63.99040032,0.467511791659
188900,-36325.1837505,-27665.4752444,297.705388528,63.99040032,0.467511791659
188950,-36355.3277394,-27651.8724575,299.209324932,63.99040032,0.467511791659
189000,-36328.0553403,-27586.4219536,300.521820324,63.99040032,0.467511791659
189050,-36460.548129,-27605.2434009,304.429639027,63.99040032,0.467511791659
189100,-36145.3379884,-27573.7171036,294.677092653,63.99040032,0.467511791659
189150,-36329.2709592,-27562.1040004,301.399619157,63.99040032,0.467511791659
189200,-36077.1569626,-27577.8283387,292.191813203,63.99040032,0.467511791659
189250,-36257.8578816,-27570.1168034,298.669098535,63.99040032,0.467511791659
189300,-36290.4147757,-27545.9611985,300.618773462,63.99040032,0.467511791659
189350,-36432.7227813,-27639.3178424,302.301634278,63.99040032,0.467511791659
189400,-36279.5149828,-27542.7942289,300.352932737,63.99040032,0.467511791659
189450,-36087.9988083,-27300.7622908,302.089574918,63.99040032,0.467511791659
189500,-36019.6804166,-27335.430101,298.549092322,63.99040032,0.467511791659
189550,-36289.079068,-27360.8709731,306.935927214,63.99040032,0.467511791659
189600,-36429.7909788,-27378.903192,311.153436999,63.99040032,0.467511791659
189650,-36286.4586557,-27289.9723354,309.283211259,63.99040032,0.467511791659
189700,-36075.1010687,-27281.7913914,302.298359355,63.99040032,0.467511791659
189750,-36260.1005992,-27408.4302013,304.304697213,63.99040032,0.467511791659
189800,-36135.6808702,-27386.044721,300.796941074,63.99040032,0.467511791659
189850,-36132.3628793,-27471.0950899,297.758993916,63.99040032,0.467511791659
189900,-36188.9333345,-27487.6928584,299.133183843,63.99040032,0.467511791659
189950,-36159.2505797,-27448.4163001,299.463001759,63.99040032,0.467511791659
190000,-36164.4916658,-27476.6593637,298.672234651,63.99040032,0.467511791659
190050,-36452.6370495,-27464.4072785,308.99936577,63.99040032,0.467511791659
190100,-36106.5231276,-27468.9827184,296.943288752,63.99040032,0.467511791659
190150,-36300.7345898,-27489.8621285,302.902136658,63.99040032,0.467511791659
190200,-36269.825932,-27582.4291734,298.657261439,63.99040032,0.467511791659
190250,-36121.5257522,-27528.1533497,295.424871174,63.99040032,0.467511791659
190300,-36317.3029514,-27589.0645986,300.061322864,63.99040032,0.467511791659
190350,-36165.8383395,-27576.1564939,295.297996386,63.99040032,0.467511791659
190400,-36335.1025567,-27572.8393521,301.231036801,63.99040032,0.467511791659
190450,-36271.5858863,-27429.2710998,303.983067919,63.99040032,0.467511791659
190500,-36276.5763182,-27327.4687624,307.654413538,63.99040032,0.467511791659
190550,-36256.5001094,-27469.9044261,302.067544172,63.99040032,0.467511791659
190600,-36335.1089682,-27382.9453888,307.759474201,63.99040032,0.467511791659
190650,-36164.2654609,-27400.4418238,301.284681696,63.99040032,0.467511791659
190700,-36150.0462751,-27517.8378783,296.759983639,63.99040032,0.467511791659
190750,-36169.9487353,-27498.7433223,298.100631754,63.99040032,0.467511791659
190800,-36538.4042327,-27628.5579975,306.30467911,63.99040032,0.467511791659
190850,-36384.479971,-27537.1333889,304.156052108,63.99040032,0.467511791659
190900,-36209.5629253,-27458.670945,300.840114319,63.99040032,0.467511791659
190950,-36547.8703567,-27459.3746376,312.446330873,63.99040032,0.467511791659
191000,-36109.6588636,-27351.1981013,301.100315592,63.99040032,0.467511791659
191050,-35875.4546961,-27241.560363,296.817943136,63.99040032,0.467511791659
191100,-35767.3295631,-27144.5200442,296.436866921,63.99040032,0.467511791659
191150,-36081.6626206,-27242.780513,303.865058518,63.99040032,0.467511791659
191200,-36169.7875558,-27262.3507159,306.22184838,63.99040032,0.467511791659
191250,-36165.7936158,-27484.6940538,298.440775012,63.99040032,0.467511791659
191300,-36186.7165479,-27521.5803805,297.891981873,63.99040032,0.467511791659
191350,-36128.8630163,-27565.1137199,294.406481435,63.99040032,0.467511791659
191400,-36504.1046571,-27592.1194306,306.378213831,63.99040032,0.467511791659
191450,-36480.5220204,-27654.3421614,303.428377789,63.99040032,0.467511791659
191500,-36273.953494,-27429.5423848,304.055135769,63.99040032,0.467511791659
191550,-36095.1677866,-27330.6192556,301.309602261,63.99040032,0.467511791659
191600,-36139.0950115,-27308.2217027,303.589730251,63.99040032,0.467511791659
191650,-36228.7709419,-27352.9193501,305.136003686,63.99040032,0.467511791659
191700,-36235.1101625,-27397.5722515,303.818847428,63.99040032,0.467511791659
191750,-36038.9434646,-27361.559177,298.31305048,63.99040032,0.467511791659
191800,-36298.9339315,-27295.3364171,309.527681477,63.99040032,0.467511791659
191850,-36065.9417442,-27412.2991001,297.496854969,63.99040032,0.467511791659
191900,-36133.0591407,-27447.9767036,298.577699177,63.99040032,0.467511791659
191950,-36178.8071116,-27601.6158861,294.868591066,63.99040032,0.467511791659
192000,-36151.6430708,-27403.6466186,300.740571209,63.99040032,0.467511791659
192050,-36099.9111545,-27293.3109442,302.755264262,63.99040032,0.467511791659
192100,-36186.6204185,-27294.9940872,305.678311192,63.99040032,0.467511791659
192150,-36377.1428501,-27490.9590728,305.491205861,63.99040032,0.467511791659
192200,-36327.7992877,-27604.5941385,299.888290269,63.99040032,0.467511791659
192250,-36246.7783072,-27766.7007002,291.529997451,63.99040032,0.467511791659
192300,-36387.6542926,-27671.1395197,299.658287022,63.99040032,0.467511791659
192350,-36459.0049991,-27732.3005344,300.008590516,63.99040032,0.467511791659
192400,-36675.9497284,-27857.461315,303.163959558,63.99040032,0.467511791659
192450,-36539.3011622,-27954.7655714,295.121077295,63.99040032,0.467511791659
192500,-36614.7495817,-27865.9701574,300.767488397,63.99040032,0.467511791659
192550,-36539.3798643,-27838.8447779,299.1089338,63.99040032,0.467511791659
192600,-36601.6253771,-27782.4691211,303.186918799,63.99040032,0.467511791659
192650,-36572.9865463,-27885.857443,298.648059923,63.99040032,0.467511791659
192700,-36535.227904,-27813.7352756,299.829416847,63.99040032,0.467511791659
192750,-36481.6365087,-27794.7233497,298.640636145,63.99040032,0.467511791659
192800,-36334.9627651,-27760.5919666,294.7716298,63.99040032,0.467511791659
192850,-36590.3088974,-27725.3999766,304.759814104,63.99040032,0.467511791659
192900,-36459.0245774,-27691.3044216,301.418637084,63.99040032,0.467511791659
192950,-36368.4700988,-27575.7473293,302.27818251,63.99040032,0.467511791659
193000,-36406.5662375,-27685.098993,299.828544191,63.99040032,0.467511791659
193050,-36435.5680883,-27595.5526885,303.904019092,63.99040032,0.467511791659
193100,-36328.8291273,-27697.1037903,296.743376904,63.99040032,0.467511791659
193150,-36553.9158398,-27785.5817777,301.439742093,63.99040032,0.467511791659
193200,-36485.5682548,-27705.1173992,301.856295921,63.99040032,0.467511791659
193250,-36411.7420288,-27665.8263007,300.669039609,63.99040032,0.467511791659
193300,-36171.153585,-27653.7628031,292.812758094,63.99040032,0.467511791659
193350,-36236.8034293,-27616.1931169,296.361262112,63.99040032,0.467511791659
193400,-36378.5098585,-27741.4834312,296.925618964,63.99040032,0.467511791659
193450,-36362.8246487,-27763.3875793,295.633363643,63.99040032,0.467511791659
193500,-36559.8268808,-27899.8986502,297.712942264,63.99040032,0.467511791659
193550,-36660.162369,-28001.8523542,297.65731088,63.99040032,0.467511791659
193600,-36553.3582188,-28026.3258114,293.144220042,63.99040032,0.467511791659
193650,-36512.9933172,-27990.210489,292.998127059,63.99040032,0.467511791659
193700,-36689.0462022,-27989.4073065,299.078124356,63.99040032,0.467511791659
193750,-36485.1596294,-27861.6818277,296.459841296,63.99040032,0.467511791659
193800,-36518.3487669,-27913.1403925,295.831770853,63.99040032,0.467511791659
193850,-36544.9811516,-27923.0237426,296.407572897,63.99040032,0.467511791659
193900,-36618.0403177,-27876.1410591,300.530960527,63.99040032,0.467511791659
193950,-36370.8985736,-27761.6530871,295.97055959,63.99040032,0.467511791659
194000,-36543.1292657,-27852.5939193,298.765160508,63.99040032,0.467511791659
194050,-36631.3010415,-27849.5269242,301.901787304,63.99040032,0.467511791659
194100,-36511.4373358,-27906.3850282,295.826405554,63.99040032,0.467511791659
194150,-36435.2461908,-27847.8831549,295.218279831,63.99040032,0.467511791659
194200,-36512.5503958,-27874.2985599,296.967746334,63.99040032,0.467511791659
194250,-36410.6228765,-27902.8268827,292.48290633,63.99040032,0.467511791659
194300,-36525.6883335,-27944.7068455,294.998893553,63.99040032,0.467511791659
194350,-36381.6724368,-27733.3529736,297.31385347,63.99040032,0.467511791659
194400,-36388.2688754,-27696.400877,298.810974718,63.99040032,0.467511791659
194450,-36448.575828,-27800.8101863,297.294814072,63.99040032,0.467511791659
194500,-36403.2433933,-27732.7690283,298.075499622,63.99040032,0.467511791659
194550,-36470.8634749,-27743.1848516,300.042080359,63.99040032,0.467511791659
194600,-36345.0985799,-27709.1537046,296.888437132,63.99040032,0.467511791659
194650,-36207.2744727,-27600.167136,295.897053802,63.99040032,0.467511791659
194700,-36262.1476228,-27573.8688016,298.687585183,63.99040032,0.467511791659
194750,-36045.0847269,-27424.7789639,296.350792242,63.99040032,0.467511791659
194800,-36028.5988171,-27362.1813113,297.93603201,63.99040032,0.467511791659
194850,-36019.3161924,-27371.2812763,297.304071246,63.99040032,0.467511791659
194900,-36477.8899569,-27620.1768558,304.512434609,63.99040032,0.467511791659
194950,-36513.1065192,-27687.7832852,303.398928541,63.99040032,0.467511791659
195000,-36324.6031775,-27710.6934625,296.130907479,63.99040032,0.467511791659
195050,-36606.7400557,-27782.7326522,303.353692626,63.99040032,0.467511791659
195100,-36519.0744272,-27760.72751,301.096401798,63.99040032,0.467511791659
195150,-36608.7503231,-27619.1918885,309.045042863,63.99040032,0.467511791659
195200,-36419.5308527,-27697.0438529,299.86360157,63.99040032,0.467511791659
195250,-36495.5897912,-27753.0984528,300.55131518,63.99040032,0.467511791659
195300,-36696.9803129,-27851.5175103,304.091291118,63.99040032,0.467511791659
195350,-36681.5063432,-27895.0772079,302.06181855,63.99040032,0.467511791659
195400,-36535.6890613,-27851.1413874,298.559314971,63.99040032,0.467511791659
195450,-36527.2598986,-27810.1973049,299.677120126,63.99040032,0.467511791659
195500,-36338.0915282,-27730.2222329,295.923248583,63.99040032,0.467511791659
195550,-36437.1274109,-27612.695404,303.368289736,63.99040032,0.467511791659
195600,-36146.8519135,-27563.8036443,295.069945819,63.99040032,0.467511791659
195650,-36084.9529663,-27539.9907966,293.760613406,63.99040032,0.467511791659
195700,-36272.7479779,-27595.370848,298.312804411,63.99040032,0.467511791659
195750,-36254.7369468,-27669.5761019,295.142572418,63.99040032,0.467511791659
195800,-36262.3505779,-27713.5554744,293.892382856,63.99040032,0.467511791659
195850,-36438.1955405,-27713.1911053,299.950146525,63.99040032,0.467511791659
195900,-36322.6562275,-27544.5431495,301.775927279,63.99040032,0.467511791659
195950,-36388.7064784,-27597.3346754,302.231738684,63.99040032,0.467511791659
196000,-36435.9177256,-27614.5942565,303.261423731,63.99040032,0.467511791659
196050,-36258.8752779,-27549.6360638,299.408166242,63.99040032,0.467511791659
196100,-36243.0271964,-27634.3648052,295.950513813,63.99040032,0.467511791659
196150,-36148.6125076,-27562.4060288,295.178519455,63.99040032,0.467511791659
196200,-36367.8436424,-27502.7409163,304.766476783,63.99040032,0.467511791659
196250,-36516.3661086,-27703.467687,302.971785575,63.99040032,0.467511791659
196300,-36202.0905258,-27588.5242447,296.119100834,63.99040032,0.467511791659
196350,-36364.9542296,-27513.2508155,304.305832253,63.99040032,0.467511791659
196400,-36317.0306799,-27609.9279656,299.334717174,63.99040032,0.467511791659
196450,-36346.9466306,-27660.35102,298.629719394,63.99040032,0.467511791659
196500,-36398.2198637,-27678.2456381,299.777216859,63.99040032,0.467511791659
196550,-36486.2641314,-27597.3772476,305.584133856,63.99040032,0.467511791659
196600,-36288.5324909,-27532.545607,301.015268048,63.99040032,0.467511791659
196650,-36447.0921935,-27635.7094586,302.919678956,63.99040032,0.467511791659
196700,-36419.6423401,-27593.7542794,303.418346281,63.99040032,0.467511791659
196750,-36412.7468578,-27453.4234089,308.005617787,63.99040032,0.467511791659
196800,-36184.3747369,-27446.4192132,300.395381929,63.99040032,0.467511791659
196850,-36176.1862024,-27502.2500099,298.194511096,63.99040032,0.467511791659
196900,-36342.7426163,-27529.8378621,302.972003274,63.99040032,0.467511791659
196950,-36493.7531886,-27593.118973,305.987986248,63.99040032,0.467511791659
197000,-36478.0554355,-27599.1921227,305.239541299,63.99040032,0.467511791659
197050,-36492.5058116,-27528.4792353,308.167302951,63.99040032,0.467511791659
197100,-36202.4250856,-27324.3369507,305.21289206,63.99040032,0.467511791659
197150,-36244.903487,-27317.4376963,306.910408114,63.99040032,0.467511791659
197200,-36204.35463,-27319.0870227,305.459709562,63.99040032,0.467511791659
197250,-36202.4247389,-27403.9067619,302.477411447,63.99040032,0.467511791659
197300,-36474.0050572,-27511.7301702,308.107082984,63.99040032,0.467511791659
197350,-36337.4441543,-27555.9976546,301.890524393,63.99040032,0.467511791659
197400,-36483.9715612,-27605.0094081,305.242939254,63.99040032,0.467511791659
197450,-36482.5234972,-27698.0242332,301.995473008,63.99040032,0.467511791659
197500,-36414.2525158,-27549.7582546,304.745558845,63.99040032,0.467511791659
197550,-36265.2709152,-27432.055381,303.670251798,63.99040032,0.467511791659
197600,-36451.1938999,-27414.9817373,310.64891512,63.99040032,0.467511791659
197650,-36216.845571,-27411.7275169,302.704310364,63.99040032,0.467511791659
197700,-36086.3564655,-27402.3058182,298.542228076,63.99040032,0.467511791659
197750,-36330.1606601,-27404.5161216,306.847796702,63.99040032,0.467511791659
197800,-36249.252106,-27290.6221454,307.981776891,63.99040032,0.467511791659
197850,-36085.7257167,-27485.9041486,295.646582028,63.99040032,0.467511791659
197900,-36178.1121948,-27532.3875532,297.224648114,63.99040032,0.467511791659
197950,-36254.0201108,-27512.8351704,300.506403539,63.99040032,0.467511791659
198000,-36233.4531759,-27554.3167567,298.373285652,63.99040032,0.467511791659
198050,-36423.5450833,-27448.2490818,308.554725759,63.99040032,0.467511791659
198100,-36196.2926908,-27393.1304166,302.637074129,63.99040032,0.467511791659
198150,-35931.9087758,-27253.5568923,298.346314709,63.99040032,0.467511791659
198200,-36016.0479757,-27233.6763143,301.922329809,63.99040032,0.467511791659
198250,-36066.677238,-27351.8408734,299.600586327,63.99040032,0.467511791659
198300,-36130.471511,-27302.5544829,303.488098574,63.99040032,0.467511791659
198350,-36163.4830322,-27404.5215119,301.117530763,63.99040032,0.467511791659
198400,-36370.0422421,-27412.79117,307.934373157,63.99040032,0.467511791659
198450,-36289.536687,-27409.4495204,305.281615219,63.99040032,0.467511791659
198500,-36119.9667023,-27329.87742,302.187647901,63.99040032,0.467511791659
198550,-36118.8018247,-27343.2132202,301.689140366,63.99040032,0.467511791659
198600,-36122.4426559,-27314.2327501,302.810602734,63.99040032,0.467511791659
198650,-36056.881673,-27269.2009723,302.104845142,63.99040032,0.467511791659
198700,-36267.8161601,-27308.1170796,308.018531334,63.99040032,0.467511791659
198750,-36357.3749048,-27317.4425694,310.776808051,63.99040032,0.467511791659
198800,-36332.0642145,-27389.8922423,307.415980499,63.99040032,0.467511791659
198850,-36270.2270037,-27439.5275459,303.583753562,63.99040032,0.467511791659
198900,-36479.0118938,-27594.2796457,305.441304868,63.99040032,0.467511791659
198950,-36381.0109082,-27579.7773243,302.570769184,63.99040032,0.467511791659
199000,-36219.1541698,-27608.30567,296.02566834,63.99040032,0.467511791659
199050,-36365.0233188,-27468.1251133,305.859548858,63.99040032,0.467511791659
199100,-36190.1238297,-27452.1835565,300.394857645,63.99040032,0.467511791659
199150,-36372.611029,-27642.9232821,300.111150458,63.99040032,0.467511791659
199200,-36463.5345187,-27646.0070678,303.130923376,63.99040032,0.467511791659
199250,-36352.4052851,-27586.9157534,301.341952191,63.99040032,0.467511791659
199300,-36354.8297075,-27565.1502169,302.173559989,63.99040032,0.467511791659
199350,-36441.3290997,-27695.3543569,300.671068431,63.99040032,0.467511791659
199400,-36461.4235311,-27619.200419,303.979916316,63.99040032,0.467511791659
199450,-36340.9691256,-27567.3548765,301.621265535,63.99040032,0.467511791659
199500,-36426.7001372,-27569.4251709,304.497372315,63.99040032,0.467511791659
199550,-36345.9057987,-27698.0084894,297.299340568,63.99040032,0.467511791659
199600,-36324.5611338,-27677.2822596,297.278079868,63.99040032,0.467511791659
199650,-36293.2286256,-27794.9931852,292.154231492,63.99040032,0.467511791659
199700,-36516.3783757,-27922.1199847,295.455329884,63.99040032,0.467511791659
199750,-36462.7943357,-27843.8806241,296.30293599,63.99040032,0.467511791659
199800,-36512.6841316,-27873.4942623,296.999994259,63.99040032,0.467511791659
199850,-36475.6097777,-27880.9566244,295.468901114,63.99040032,0.467511791659
199900,-36586.4912592,-27903.5730107,298.503298222,63.99040032,0.467511791659
199950,-36644.4030457,-28067.4522748,294.860324662,63.99040032,0.467511791659
200000,-36690.1684064,-28073.9696509,296.209600624,63.99040032,0.467511791659
200050,-36624.659434,-28036.9599932,295.229844831,63.99040032,0.467511791659
200100,-36621.2556551,-27988.0050401,296.795813248,63.99040032,0.467511791659
200150,-36712.4324915,-27972.9187091,300.448952095,63.99040032,0.467511791659
200200,-36473.1542497,-27919.2243733,294.068907225,63.99040032,0.467511791659
200250,-36877.1048521,-28018.1139688,304.556362492,63.99040032,0.467511791659
200300,-36784.3260698,-28180.9302625,295.769458016,63.99040032,0.467511791659
200350,-36892.0350712,-28061.2936102,303.585197557,63.99040032,0.467511791659
200400,-36682.6694253,-28034.9073762,297.294690563,63.99040032,0.467511791659
200450,-36599.5439589,-27877.2363224,299.857435379,63.99040032,0.467511791659
200500,-36620.3152517,-28003.3516565,296.235894454,63.99040032,0.467511791659
200550,-36567.4635125,-27901.9218924,297.905920618,63.99040032,0.467511791659
200600,-36645.077515,-27929.4319037,299.628406792,63.99040032,0.467511791659
200650,-36656.6482466,-28022.6970798,296.819896975,63.99040032,0.467511791659
200700,-36409.6917816,-27989.2277865,289.480587417,63.99040032,0.467511791659
200750,-36805.8155562,-27994.8203883,302.906355094,63.99040032,0.467511791659
200800,-36575.7860108,-28042.9102449,293.345104321,63.99040032,0.467511791659
200850,-36531.8442067,-28034.7268616,292.115793365,63.99040032,0.467511791659
200900,-36314.2458947,-27872.2323658,290.221422094,63.99040032,0.467511791659
200950,-36499.480134,-27969.4342916,293.247816579,63.99040032,0.467511791659
201000,-36343.2689437,-27876.8195566,291.06148347,63.99040032,0.467511791659
201050,-36619.3473833,-27799.6076128,303.206978989,63.99040032,0.467511791659
201100,-36401.1207338,-27893.2665639,292.484906321,63.99040032,0.467511791659
201150,-36404.8918907,-27961.7446658,290.260396549,63.99040032,0.467511791659
201200,-36439.3830026,-27902.2556597,293.491265981,63.99040032,0.467511791659
201250,-36599.48075,-27867.0306008,300.206116941,63.99040032,0.467511791659
201300,-36439.9875369,-27825.0372245,296.166681369,63.99040032,0.467511791659
201350,-36562.3700083,-27773.562765,302.143573678,63.99040032,0.467511791659
201400,-36400.6597903,-27740.2447827,297.729676792,63.99040032,0.467511791659
201450,-36310.7344069,-27799.9936948,292.584140512,63.99040032,0.467511791659
201500,-36662.6350857,-28012.7896052,297.366315233,63.99040032,0.467511791659
201550,-36614.5281628,-28028.5497407,295.170679271,63.99040032,0.467511791659
201600,-36652.017592,-28070.2986186,295.024246993,63.99040032,0.467511791659
201650,-36542.109744,-28024.52508,292.819423414,63.99040032,0.467511791659
201700,-36680.9496089,-27950.0322242,300.153423218,63.99040032,0.467511791659
201750,-36467.8359823,-27857.568685,296.00568763,63.99040032,0.467511791659
201800,-36301.5497944,-27860.4430308,290.190249116,63.99040032,0.467511791659
201850,-36328.4166196,-27969.3935873,287.368356311,63.99040032,0.467511791659
201900,-36561.9341397,-27863.6778254,299.030593662,63.99040032,0.467511791659
201950,-36604.7396835,-27781.5089129,303.326993369,63.99040032,0.467511791659
202000,-36489.6012823,-27793.614048,298.952586723,63.99040032,0.467511791659
202050,-36369.5002167,-27821.4250668,293.86763213,63.99040032,0.467511791659
202100,-36289.7662781,-27851.3711353,290.097028409,63.99040032,0.467511791659
202150,-36248.9722158,-27767.5869541,291.574952299,63.99040032,0.467511791659
202200,-36317.3375745,-27787.1778872,293.251730369,63.99040032,0.467511791659
202250,-36565.6293987,-27775.6736488,302.183057294,63.99040032,0.467511791659
202300,-36493.6291927,-27854.6319817,296.993371008,63.99040032,0.467511791659
202350,-36655.446794,-27892.7605872,301.245578862,63.99040032,0.467511791659
202400,-36665.482343,-28021.2999704,297.171627648,63.99040032,0.467511791659
202450,-36517.9019412,-28118.3916006,288.760238015,63.99040032,0.467511791659
202500,-36651.4091989,-28061.4017771,295.309189118,63.99040032,0.467511791659
202550,-36815.6355918,-28007.5146656,302.807543772,63.99040032,0.467511791659
202600,-36508.735557,-28023.4026712,291.710664595,63.99040032,0.467511791659
202650,-36669.1896281,-28048.3754859,296.368269418,63.99040032,0.467511791659
202700,-36599.5711075,-28070.1243684,293.227220476,63.99040032,0.467511791659
202750,-36571.7190781,-28018.0558218,294.059741299,63.99040032,0.467511791659
202800,-36448.0523381,-27916.1230752,293.312565231,63.99040032,0.467511791659
202850,-36698.6362183,-28027.3697017,298.102732384,63.99040032,0.467511791659
202900,-36677.7301971,-28101.5327307,294.834427396,63.99040032,0.467511791659
202950,-36548.5330965,-27973.0983194,294.80820749,63.99040032,0.467511791659
203000,-36813.5537421,-28096.8853079,299.663569625,63.99040032,0.467511791659
203050,-36764.9737805,-28022.749701,300.542127294,63.99040032,0.467511791659
203100,-36741.4522784,-28067.7971534,298.184848497,63.99040032,0.467511791659
203150,-36645.7814859,-28079.3934343,294.497197146,63.99040032,0.467511791659
203200,-36657.703692,-27915.7170953,300.533963059,63.99040032,0.467511791659
203250,-36629.1092918,-27966.6920345,297.798510579,63.99040032,0.467511791659
203300,-36558.0762795,-27744.2483982,303.003738746,63.99040032,0.467511791659
203350,-36319.3066383,-27858.0834582,290.88181576,63.99040032,0.467511791659
203400,-36523.8722219,-27863.8257861,297.717005948,63.99040032,0.467511791659
203450,-36410.9054448,-27869.9381755,293.623275828,63.99040032,0.467511791659
203500,-36410.6926244,-27721.1585157,298.730739737,63.99040032,0.467511791659
203550,-36461.4395293,-27778.0100696,298.520872753,63.99040032,0.467511791659
203600,-36326.3464069,-27728.7755804,295.569205528,63.99040032,0.467511791659
203650,-36466.8131446,-27778.7090639,298.681577913,63.99040032,0.467511791659
203700,-36491.4035468,-27734.103785,301.060402459,63.99040032,0.467511791659
203750,-36648.4462006,-27849.8784749,302.479121716,63.99040032,0.467511791659
203800,-36534.9412266,-27906.4748704,296.631338934,63.99040032,0.467511791659
203850,-36767.957647,-27884.1974325,305.40788808,63.99040032,0.467511791659
203900,-36676.1319123,-27931.6456959,300.619895537,63.99040032,0.467511791659
203950,-36584.3904502,-27811.0146827,301.613066966,63.99040032,0.467511791659
204000,-36749.2538778,-27769.0857015,308.72222247,63.99040032,0.467511791659
204050,-36606.0149608,-27873.7177145,300.200860407,63.99040032,0.467511791659
204100,-36543.8467684,-28010.4619959,293.362603066,63.99040032,0.467511791659
204150,-36705.4458418,-28064.6579031,297.054933044,63.99040032,0.467511791659
204200,-36805.0248883,-28103.84215,299.13119892,63.99040032,0.467511791659
204250,-36557.6423071,-28104.102618,290.617670995,63.99040032,0.467511791659
204300,-36721.8500949,-28146.8102545,294.794630271,63.99040032,0.467511791659
204350,-36635.8173243,-28137.7978345,292.146807497,63.99040032,0.467511791659
204400,-36734.034369,-28113.4227867,296.361305767,63.99040032,0.467511791659
204450,-36812.8564015,-28061.6821329,300.84981889,63.99040032,0.467511791659
204500,-37025.4715691,-28225.6086106,302.523649518,63.99040032,0.467511791659
204550,-36832.4214486,-28330.7494313,292.272374902,63.99040032,0.467511791659
204600,-36939.4562699,-28413.9353087,293.092259208,63.99040032,0.467511791659
204650,-36758.470628,-28400.1338826,287.344762986,63.99040032,0.467511791659
204700,-36857.9792766,-28459.6253452,288.720482725,63.99040032,0.467511791659
204750,-36693.4485872,-28461.8923053,282.986275962,63.99040032,0.467511791659
204800,-36845.1573638,-28314.6492642,293.263708163,63.99040032,0.467511791659
204850,-36848.1578021,-28324.3484384,293.033417527,63.99040032,0.467511791659
204900,-36693.3274657,-28251.5444473,290.213497551,63.99040032,0.467511791659
204950,-36936.9726616,-28292.0310906,297.197727542,63.99040032,0.467511791659
205000,-36929.9010154,-28335.9584992,295.444470673,63.99040032,0.467511791659
205050,-36948.1122405,-28442.9637958,292.391888297,63.99040032,0.467511791659
205100,-37147.4001152,-28439.9269325,299.34745322,63.99040032,0.467511791659
205150,-36868.4914698,-28346.9112621,292.956783106,63.99040032,0.467511791659
205200,-36925.0529485,-28438.8566585,291.740346899,63.99040032,0.467511791659
205250,-36645.7398995,-28301.3323797,286.865900967,63.99040032,0.467511791659
205300,-36828.032624,-28286.1831714,293.653603724,63.99040032,0.467511791659
205350,-36883.4604083,-28343.4353943,293.590882765,63.99040032,0.467511791659
205400,-36752.9775775,-28364.5630973,288.378782054,63.99040032,0.467511791659
205450,-36800.9078571,-28220.2956453,294.986198494,63.99040032,0.467511791659
205500,-36684.4412706,-28225.1449192,290.815574816,63.99040032,0.467511791659
205550,-36788.4739824,-28284.2996023,292.358401687,63.99040032,0.467511791659
205600,-36436.8990057,-28096.8281976,286.716812521,63.99040032,0.467511791659
205650,-36558.6306924,-28148.1028599,289.138999805,63.99040032,0.467511791659
205700,-36796.663041,-28186.549429,296.000404206,63.99040032,0.467511791659
205750,-36866.1950136,-28174.4190488,298.807810766,63.99040032,0.467511791659
205800,-36566.2019157,-28154.2063746,289.189457021,63.99040032,0.467511791659
205850,-36582.6711618,-28018.5726101,294.418488209,63.99040032,0.467511791659
205900,-36545.930224,-27792.2409097,300.936281691,63.99040032,0.467511791659
205950,-36602.9865967,-27856.9894853,300.671837422,63.99040032,0.467511791659
206000,-36427.1014798,-27671.3297663,301.007870873,63.99040032,0.467511791659
206050,-36476.6309718,-27683.8132189,302.281447867,63.99040032,0.467511791659
